filename,n_sources_true,true_x,true_y,true_z,pred_x,pred_y,pred_z,err_x,err_y,err_z,err_xy,err_xyz,matched
SIM_events_source_0066.csv,3,78.183,-76.528,-4.532,58.806,-67.791,-4.086,19.3768,8.7365,0.4464,21.2553,21.26,True
SIM_events_source_0067.csv,5,-5.478,-48.026,-19.221,-8.92,-64.35,11.551,3.4422,16.3241,30.7716,16.683,35.0031,True
SIM_events_source_0067.csv,5,-64.949,70.234,14.242,-35.439,56.311,9.454,29.5095,13.9228,4.7883,32.6291,32.9785,True
SIM_events_source_0067.csv,5,-7.108,53.924,3.776,-42.207,51.89,-12.159,35.0994,2.0345,15.9349,35.1583,38.6008,True
SIM_events_source_0067.csv,5,-5.359,-57.76,-19.36,-44.723,-66.878,-10.511,39.3641,9.1181,8.8486,40.4063,41.3638,True
SIM_events_source_0067.csv,5,-45.757,-41.078,-14.397,-53.898,24.443,-7.911,8.141,65.5213,6.4858,66.0251,66.3429,True
SIM_events_source_0068.csv,2,-72.337,-48.856,17.76,-51.456,-16.667,1.305,20.8812,32.1895,16.4551,38.3691,41.7488,True
SIM_events_source_0068.csv,2,16.534,79.131,2.138,1.496,62.162,11.531,15.0385,16.9691,9.3934,22.6739,24.5427,True
SIM_events_source_0069.csv,5,-74.103,-48.249,-18.545,-58.594,-55.848,-14.995,15.5085,7.5994,3.5497,17.2703,17.6314,True
SIM_events_source_0069.csv,5,78.592,-67.9,-8.585,69.062,-73.26,-2.746,9.5302,5.3599,5.8394,10.934,12.3957,True
SIM_events_source_0069.csv,5,-28.917,-31.098,-16.335,13.127,46.266,-8.262,42.0437,77.3639,8.0734,88.0502,88.4196,True
SIM_events_source_0069.csv,5,-43.788,66.859,6.011,-66.311,56.076,-16.321,22.5232,10.7831,22.3321,24.9714,33.5006,True
SIM_events_source_0069.csv,5,-22.066,69.837,-8.477,30.497,53.661,11.153,52.5632,16.1756,19.6304,54.9959,58.3943,True
SIM_events_source_0070.csv,5,-72.063,-43.824,-3.055,-53.414,-29.925,9.009,18.6487,13.8987,12.0643,23.2582,26.201,True
SIM_events_source_0070.csv,5,-52.133,-37.999,-4.915,-34.311,-33.753,-12.642,17.8216,4.2462,7.7266,18.3204,19.8831,True
SIM_events_source_0070.csv,5,-43.962,27.81,1.16,38.302,40.514,-7.062,82.2642,12.7036,8.2221,83.2393,83.6444,True
SIM_events_source_0070.csv,5,75.886,50.562,1.047,42.807,44.472,13.759,33.0787,6.0898,12.7117,33.6346,35.9565,True
SIM_events_source_0070.csv,5,69.62,10.308,-5.169,39.975,-55.224,7.811,29.6453,65.5318,12.9798,71.9254,73.0872,True
SIM_events_source_0071.csv,4,49.783,-33.786,-15.616,33.951,-47.566,10.217,15.8322,13.7804,25.8325,20.9895,33.2848,True
SIM_events_source_0071.csv,4,-12.995,-43.135,1.735,-31.535,-14.725,-11.372,18.54,28.4102,13.107,33.9245,36.3684,True
SIM_events_source_0071.csv,4,15.573,9.496,7.121,14.169,18.304,12.106,1.4036,8.808,4.9851,8.9191,10.2177,True
SIM_events_source_0071.csv,4,-45.045,42.279,6.723,-47.751,-9.641,9.55,2.7058,51.9202,2.8271,51.9907,52.0675,True
SIM_events_source_0072.csv,1,-58.968,-46.078,-19.183,-53.67,-58.869,-5.495,5.2977,12.7909,13.6878,13.8446,19.4687,True
SIM_events_source_0073.csv,1,30.357,4.787,8.564,23.093,5.525,10.223,7.2645,0.7375,1.659,7.3018,7.4879,True
SIM_events_source_0074.csv,3,-19.742,62.297,18.538,-24.453,52.416,8.138,4.711,9.8808,10.3999,10.9464,15.0991,True
SIM_events_source_0074.csv,3,61.384,2.365,-11.266,55.458,30.872,1.329,5.9255,28.5073,12.5955,29.1166,31.7242,True
SIM_events_source_0074.csv,3,60.589,79.947,14.208,60.567,58.632,14.094,0.022,21.3147,0.1137,21.3147,21.315,True
SIM_events_source_0075.csv,4,-4.11,-30.19,-14.505,38.683,-14.727,8.91,42.7933,15.4632,23.4151,45.5014,51.1727,True
SIM_events_source_0075.csv,4,29.821,-7.773,16.185,34.133,23.647,-12.542,4.3121,31.4201,28.727,31.7146,42.7908,True
SIM_events_source_0075.csv,4,75.698,-6.959,11.035,10.52,42.676,11.15,65.1777,49.6347,0.1154,81.9252,81.9253,True
SIM_events_source_0075.csv,4,-17.915,79.875,-1.342,-42.855,57.524,5.165,24.9401,22.3507,6.5075,33.4897,34.1161,True
SIM_events_source_0076.csv,4,-1.644,-25.172,3.071,-12.298,-45.177,-12.881,10.6542,20.0054,15.9518,22.6655,27.7162,True
SIM_events_source_0076.csv,4,45.683,52.685,-1.474,37.097,38.866,12.032,8.586,13.8189,13.5065,16.269,21.1448,True
SIM_events_source_0076.csv,4,2.158,-2.01,5.267,30.573,34.714,-9.864,28.4153,36.7238,15.1315,46.4334,48.8367,True
SIM_events_source_0076.csv,4,13.268,-65.063,-14.189,24.195,-56.98,8.302,10.9274,8.0828,22.4907,13.5919,26.2788,True
SIM_events_source_0077.csv,5,-35.685,-58.762,0.069,-61.896,-46.313,-12.321,26.2113,12.4487,12.3902,29.0173,31.5519,True
SIM_events_source_0077.csv,5,-71.448,26.901,18.997,-59.923,-22.8,10.158,11.525,49.701,8.8393,51.0198,51.7798,True
SIM_events_source_0077.csv,5,-69.921,-62.725,11.117,5.28,-9.508,15.143,75.2009,53.2174,4.0262,92.1263,92.2143,True
SIM_events_source_0077.csv,5,51.015,-18.479,1.558,14.196,-23.313,-11.107,36.8194,4.8337,12.6647,37.1354,39.2356,True
SIM_events_source_0077.csv,5,-39.375,-8.623,-1.605,47.3,-62.821,7.043,86.6755,54.1981,8.6481,102.2256,102.5907,True
SIM_events_source_0078.csv,4,61.959,23.121,-2.293,43.474,15.041,12.786,18.4846,8.0803,15.0787,20.1736,25.1861,True
SIM_events_source_0078.csv,4,-40.681,-14.705,9.5,-45.929,-23.284,13.493,5.2476,8.5793,3.9928,10.057,10.8206,True
SIM_events_source_0078.csv,4,-14.806,-41.168,-11.384,-40.806,-18.894,-12.614,25.9995,22.2736,1.2303,34.2358,34.2579,True
SIM_events_source_0078.csv,4,-17.064,-60.548,-7.094,51.758,-50.974,6.057,68.8215,9.5744,13.1514,69.4843,70.718,True
SIM_events_source_0079.csv,1,21.409,40.019,-12.362,16.086,24.007,-12.915,5.3231,16.0116,0.553,16.8732,16.8823,True
SIM_events_source_0080.csv,2,52.309,-26.358,-15.262,55.895,-39.112,-2.843,3.5856,12.754,12.4193,13.2485,18.1593,True
SIM_events_source_0080.csv,2,74.904,18.811,9.991,64.322,14.73,11.319,10.5817,4.0809,1.3279,11.3414,11.4188,True
SIM_events_source_0081.csv,2,-60.313,-64.139,-4.674,-62.379,-55.36,6.35,2.066,8.7787,11.0237,9.0185,14.2427,True
SIM_events_source_0081.csv,2,-8.658,-21.191,1.211,-29.195,-44.573,-14.623,20.5366,23.3818,15.834,31.1201,34.9167,True
SIM_events_source_0082.csv,5,-27.107,-17.087,11.78,-45.221,-29.201,15.778,18.1138,12.1135,3.9978,21.791,22.1547,True
SIM_events_source_0082.csv,5,-52.093,-43.323,-10.365,-40.743,-42.556,-9.134,11.35,0.7675,1.2312,11.376,11.4424,True
SIM_events_source_0082.csv,5,-26.764,19.768,-0.549,-36.237,-28.73,-14.024,9.4733,48.4983,13.4755,49.4149,51.2194,True
SIM_events_source_0082.csv,5,-15.508,-69.014,-18.081,-12.899,-55.44,13.124,2.6092,13.5737,31.2054,13.8222,34.1296,True
SIM_events_source_0082.csv,5,-77.442,-50.41,13.169,-60.297,-41.515,4.119,17.1451,8.8949,9.0498,19.3151,21.3301,True
SIM_events_source_0083.csv,5,13.353,-70.914,-4.51,36.378,-58.193,8.568,23.0247,12.7205,13.0782,26.3049,29.3766,True
SIM_events_source_0083.csv,5,-31.041,-44.821,-12.018,-44.978,-42.078,-12.704,13.9368,2.7426,0.6856,14.2041,14.2207,True
SIM_events_source_0083.csv,5,-62.596,26.539,3.969,-56.779,-11.102,6.13,5.8175,37.641,2.1612,38.0879,38.1492,True
SIM_events_source_0083.csv,5,-32.299,-55.653,9.596,22.989,38.788,-8.088,55.2876,94.441,17.6843,109.4341,110.8537,True
SIM_events_source_0083.csv,5,23.573,72.737,-17.737,26.495,44.477,13.579,2.922,28.2598,31.3159,28.4105,42.2829,True
SIM_events_source_0084.csv,5,-45.926,6.39,-6.896,-39.706,-25.787,-11.499,6.2199,32.1767,4.6028,32.7724,33.094,True
SIM_events_source_0084.csv,5,42.536,-43.539,0.729,42.854,-55.26,7.339,0.3175,11.721,6.6104,11.7253,13.4603,True
SIM_events_source_0084.csv,5,16.984,3.884,-9.735,22.657,-20.624,-12.535,5.6727,24.5083,2.8004,25.1562,25.3116,True
SIM_events_source_0084.csv,5,6.351,-75.623,-8.155,16.915,-11.319,12.481,10.5641,64.3038,20.6357,65.1658,68.355,True
SIM_events_source_0084.csv,5,39.385,-19.039,16.025,-49.863,-28.917,11.756,89.2482,9.8782,4.2687,89.7932,89.8946,True
SIM_events_source_0085.csv,2,-57.736,-77.601,17.574,-52.99,-38.351,4.173,4.7457,39.2496,13.4014,39.5354,41.7451,True
SIM_events_source_0085.csv,2,27.328,59.132,8.967,11.315,46.535,12.442,16.0134,12.5972,3.4752,20.3745,20.6687,True
SIM_events_source_0086.csv,5,-65.866,-79.714,-17.648,-61.407,-63.826,7.493,4.4593,15.8882,25.1413,16.5022,30.0733,True
SIM_events_source_0086.csv,5,-49.681,-54.036,-6.353,-44.051,-53.037,-8.314,5.6303,0.9985,1.9612,5.7182,6.0451,True
SIM_events_source_0086.csv,5,-2.69,-47.521,-7.779,-12.266,-60.521,10.304,9.5765,13.0005,18.0827,16.1469,24.2427,True
SIM_events_source_0086.csv,5,-54.246,-36.902,-1.204,-43.829,-59.294,16.466,10.4174,22.3918,17.6704,24.6965,30.3671,True
SIM_events_source_0086.csv,5,-59.056,-52.034,-7.66,-25.161,-56.453,-15.649,33.8951,4.419,7.9888,34.182,35.1031,True
SIM_events_source_0087.csv,2,-10.461,-6.321,14.571,-5.48,-12.929,11.758,4.9809,6.6078,2.8134,8.2748,8.74,True
SIM_events_source_0087.csv,2,16.419,-48.379,14.064,14.726,-48.629,10.322,1.6928,0.2498,3.7423,1.7112,4.1149,True
SIM_events_source_0088.csv,4,58.159,-75.244,7.166,37.386,-56.779,9.762,20.7733,18.4653,2.5956,27.7938,27.9148,True
SIM_events_source_0088.csv,4,20.542,-17.42,-13.472,-30.741,-35.383,-12.999,51.2831,17.9631,0.4728,54.3381,54.3402,True
SIM_events_source_0088.csv,4,3.117,37.485,-5.351,24.218,41.169,-8.019,21.1007,3.684,2.6685,21.4199,21.5854,True
SIM_events_source_0088.csv,4,13.177,72.921,13.052,26.677,46.778,11.35,13.5004,26.143,1.702,29.4231,29.4722,True
SIM_events_source_0089.csv,1,73.651,21.519,-7.697,63.887,17.848,-14.494,9.7638,3.6709,6.7975,10.4311,12.4504,True
SIM_events_source_0090.csv,2,36.787,10.81,5.26,24.43,13.618,11.243,12.3571,2.8083,5.9834,12.6722,14.0137,True
SIM_events_source_0090.csv,2,-12.775,-27.162,19.756,-40.483,-23.296,10.608,27.7081,3.8665,9.1482,27.9766,29.4343,True
SIM_events_source_0091.csv,4,-23.368,-71.609,7.353,-56.894,-42.095,9.685,33.5261,29.5144,2.3318,44.6665,44.7273,True
SIM_events_source_0091.csv,4,-34.978,-1.619,-8.389,-43.82,-34.227,-10.991,8.8422,32.6082,2.6016,33.7858,33.8858,True
SIM_events_source_0091.csv,4,-16.938,3.931,-19.688,-4.013,-29.069,-13.246,12.9253,32.9996,6.4415,35.4406,36.0212,True
SIM_events_source_0091.csv,4,26.433,-23.696,11.062,19.987,-56.734,9.294,6.4464,33.0381,1.7679,33.6611,33.7075,True
SIM_events_source_0092.csv,3,24.914,-33.23,-16.544,-6.706,-52.231,-13.898,31.6202,19.0013,2.6455,36.8902,36.9849,True
SIM_events_source_0092.csv,3,-55.301,-56.165,-8.864,-45.106,-48.059,9.921,10.1945,8.1065,18.7848,13.0247,22.8586,True
SIM_events_source_0092.csv,3,77.624,34.517,-17.79,56.052,22.628,-12.317,21.572,11.8887,5.4733,24.6312,25.2319,True
SIM_events_source_0093.csv,4,12.527,-61.664,-5.616,32.914,-49.18,9.025,20.3867,12.484,14.6409,23.9054,28.0325,True
SIM_events_source_0093.csv,4,14.136,-3.739,6.155,4.124,-10.676,12.825,10.0116,6.9369,6.6701,12.18,13.8868,True
SIM_events_source_0093.csv,4,49.986,-45.385,0.738,13.621,-22.803,-13.265,36.3654,22.582,14.0032,42.8064,45.0386,True
SIM_events_source_0093.csv,4,-36.66,-13.394,-4.023,-36.255,-10.018,-10.474,0.4045,3.3758,6.4508,3.3999,7.2919,True
SIM_events_source_0094.csv,2,-26.844,44.483,10.55,-45.553,41.573,5.811,18.7088,2.9103,4.7392,18.9339,19.518,True
SIM_events_source_0094.csv,2,42.709,-39.553,-4.17,35.481,-33.627,9.748,7.2284,5.9261,13.9184,9.3471,16.7657,True
SIM_events_source_0095.csv,3,-40.346,34.257,-6.511,-47.855,46.732,2.493,7.5087,12.4755,9.0038,14.5608,17.1198,True
SIM_events_source_0095.csv,3,13.483,-34.742,-6.043,0.588,-30.481,12.208,12.8945,4.2615,18.2511,13.5805,22.7494,True
SIM_events_source_0095.csv,3,-16.925,-6.402,15.084,-37.265,13.257,12.804,20.3398,19.6589,2.2799,28.2874,28.3791,True
SIM_events_source_0096.csv,2,-34.293,-17.344,19.724,-43.031,-33.32,12.77,8.7375,15.9761,6.9539,18.2093,19.492,True
SIM_events_source_0096.csv,2,39.899,-27.084,-1.759,31.636,-27.506,-13.626,8.2628,0.4221,11.8673,8.2735,14.4667,True
SIM_events_source_0097.csv,1,-63.642,-60.186,-13.838,-54.195,-58.242,-5.531,9.4468,1.9436,8.3068,9.6446,12.7288,True
SIM_events_source_0098.csv,3,-8.355,-59.38,-7.737,-31.795,-54.164,-12.011,23.44,5.2159,4.2743,24.0133,24.3908,True
SIM_events_source_0098.csv,3,60.963,-37.562,-17.38,35.285,-36.348,-14.323,25.678,1.2137,3.0568,25.7066,25.8877,True
SIM_events_source_0098.csv,3,-61.38,-50.343,-2.007,-38.754,-56.839,11.975,22.6256,6.4964,13.982,23.5398,27.3791,True
SIM_events_source_0099.csv,2,-40.857,-55.689,1.576,-51.959,-47.613,-6.632,11.1017,8.0757,8.2081,13.7283,15.995,True
SIM_events_source_0099.csv,2,-53.757,-21.158,10.403,-62.072,-41.147,17.771,8.3152,19.989,7.3684,21.6495,22.8691,True
SIM_events_source_0100.csv,2,-23.775,-30.004,-5.484,-45.613,-31.999,-4.52,21.8377,1.9951,0.9644,21.9286,21.9498,True
SIM_events_source_0100.csv,2,-36.113,37.874,-9.703,-47.6,41.968,-12.619,11.4866,4.0942,2.9164,12.1945,12.5384,True
SIM_events_source_0101.csv,1,-16.543,49.534,-5.966,-7.653,56.037,3.155,8.8902,6.5028,9.1211,11.0146,14.3009,True
SIM_events_source_0102.csv,3,-14.388,-6.126,8.512,4.762,-25.315,-12.562,19.1498,19.1891,21.0741,27.1097,34.3374,True
SIM_events_source_0102.csv,3,61.29,79.359,6.346,43.643,52.602,11.454,17.6465,26.7573,5.1082,32.0524,32.4569,True
SIM_events_source_0102.csv,3,-26.97,-33.146,8.992,-44.912,-27.388,6.346,17.9418,5.7579,2.6462,18.8431,19.028,True
SIM_events_source_0103.csv,3,-74.312,-23.623,13.276,-49.123,-21.929,2.806,25.1886,1.6938,10.4702,25.2455,27.3306,True
SIM_events_source_0103.csv,3,5.407,2.091,12.599,-11.2,39.963,10.585,16.6073,37.8716,2.0137,41.3529,41.4019,True
SIM_events_source_0103.csv,3,-6.168,42.639,-8.213,-6.082,36.728,-11.46,0.086,5.911,3.2475,5.9117,6.7449,True
SIM_events_source_0104.csv,1,60.189,37.053,10.191,56.08,43.902,12.625,4.1089,6.8488,2.4336,7.9868,8.3493,True
SIM_events_source_0105.csv,4,55.78,-42.607,-11.957,53.288,-49.581,6.88,2.4918,6.9743,18.8367,7.406,20.2403,True
SIM_events_source_0105.csv,4,-26.938,28.057,-2.002,-53.926,28.526,8.913,26.988,0.4691,10.9151,26.9921,29.1155,True
SIM_events_source_0105.csv,4,8.703,-28.118,-17.868,20.793,-18.341,-12.795,12.0898,9.7773,5.0729,15.5486,16.3552,True
SIM_events_source_0105.csv,4,13.332,-65.521,3.953,4.239,4.234,13.969,9.0926,69.7554,10.016,70.3455,71.055,True
SIM_events_source_0106.csv,4,-6.973,52.65,-0.243,-0.616,31.595,11.051,6.3573,21.0551,11.2935,21.9939,24.724,True
SIM_events_source_0106.csv,4,17.722,10.679,-17.94,2.516,26.483,-11.501,15.2056,15.8038,6.4392,21.931,22.8568,True
SIM_events_source_0106.csv,4,-37.148,-43.039,11.322,-49.314,-21.146,5.203,12.1656,21.8929,6.1195,25.046,25.7827,True
SIM_events_source_0106.csv,4,-66.315,-19.485,9.218,-14.76,-29.378,-11.289,51.5546,9.8931,20.5066,52.4952,56.3584,True
SIM_events_source_0107.csv,5,-44.93,22.218,14.906,-43.055,-7.883,12.097,1.8749,30.101,2.8091,30.1593,30.2899,True
SIM_events_source_0107.csv,5,5.407,-19.853,1.306,-16.57,-9.665,-12.876,21.9765,10.1884,14.1822,24.2234,28.0697,True
SIM_events_source_0107.csv,5,29.851,-43.321,-11.485,57.686,-44.373,4.014,27.8349,1.052,15.4991,27.8547,31.8765,True
SIM_events_source_0107.csv,5,60.294,38.202,19.793,59.151,42.037,12.228,1.1433,3.8352,7.5653,4.002,8.5586,True
SIM_events_source_0107.csv,5,68.016,-63.415,9.798,56.023,36.393,-8.565,11.9927,99.8082,18.3633,100.5261,102.1896,True
SIM_events_source_0108.csv,2,-39.066,-3.681,5.332,-45.497,-0.072,5.389,6.4312,3.6086,0.0567,7.3744,7.3747,True
SIM_events_source_0108.csv,2,0.632,-5.523,-10.773,-12.083,-0.383,-13.772,12.7154,5.1399,2.9989,13.715,14.039,True
SIM_events_source_0109.csv,5,-33.956,-46.79,-11.287,-27.126,-38.923,-13.713,6.8301,7.8673,2.4258,10.4185,10.6971,True
SIM_events_source_0109.csv,5,72.622,55.201,-5.268,52.773,26.58,-8.658,19.8494,28.6211,3.3898,34.8305,34.9951,True
SIM_events_source_0109.csv,5,-70.533,-40.7,-14.195,-50.191,-36.117,11.632,20.3422,4.5833,25.8266,20.8521,33.1938,True
SIM_events_source_0109.csv,5,68.813,-50.721,-19.912,55.646,-60.717,0.617,13.1675,9.996,20.5288,16.5318,26.3578,True
SIM_events_source_0109.csv,5,76.914,27.898,-8.614,58.941,28.596,13.352,17.9733,0.6976,21.9665,17.9868,28.3911,True
SIM_events_source_0110.csv,2,-41.839,34.937,15.085,-47.995,35.351,11.881,6.156,0.4137,3.2041,6.1699,6.9523,True
SIM_events_source_0110.csv,2,-35.994,-36.085,9.736,-44.721,-36.923,15.895,8.7269,0.8383,6.1594,8.7671,10.7145,True
SIM_events_source_0111.csv,2,-18.226,-13.072,-11.449,-17.352,-13.619,-14.373,0.8744,0.5473,2.9243,1.0315,3.1009,True
SIM_events_source_0111.csv,2,-17.925,-3.223,-6.256,-22.241,-13.925,-7.689,4.3159,10.7015,1.4326,11.539,11.6276,True
SIM_events_source_0112.csv,1,22.896,-1.62,-16.674,16.733,-9.838,-13.712,6.1631,8.2183,2.9623,10.2725,10.691,True
SIM_events_source_0113.csv,3,55.522,-26.903,2.99,32.281,-26.761,9.452,23.2405,0.1423,6.4617,23.241,24.1225,True
SIM_events_source_0113.csv,3,7.456,-54.311,-17.964,-14.856,-44.706,-11.782,22.3123,9.6051,6.1823,24.2919,25.0663,True
SIM_events_source_0113.csv,3,-14.124,-50.887,5.529,-40.24,-51.387,10.083,26.1163,0.4998,4.5544,26.1211,26.5151,True
SIM_events_source_0114.csv,2,-46.27,11.617,-3.624,-43.347,-0.51,-2.909,2.9227,12.1275,0.715,12.4747,12.4952,True
SIM_events_source_0114.csv,2,-14.267,58.842,9.859,-31.207,61.673,13.346,16.9404,2.8306,3.4866,17.1753,17.5256,True
SIM_events_source_0115.csv,2,-26.57,-2.292,10.055,-34.322,-17.194,14.396,7.7519,14.9016,4.3414,16.7973,17.3492,True
SIM_events_source_0115.csv,2,-47.497,-53.131,5.151,-56.192,-40.664,4.545,8.6953,12.4667,0.6059,15.1996,15.2116,True
SIM_events_source_0116.csv,1,2.465,-63.856,-3.3,6.557,-63.104,6.35,4.0922,0.752,9.6496,4.1608,10.5084,True
SIM_events_source_0117.csv,5,4.015,-0.134,-10.894,-9.994,-19.592,-10.743,14.0085,19.4582,0.151,23.9763,23.9768,True
SIM_events_source_0117.csv,5,-43.024,-20.697,-14.392,-45.943,-2.767,4.644,2.9187,17.9301,19.0365,18.1661,26.3134,True
SIM_events_source_0117.csv,5,-33.305,-37.048,-12.624,-3.149,-44.038,12.345,30.1556,6.9896,24.9692,30.9551,39.7703,True
SIM_events_source_0117.csv,5,-3.875,-1.554,4.312,4.446,29.535,-11.656,8.3214,31.0886,15.9684,32.183,35.9268,True
SIM_events_source_0117.csv,5,22.116,54.742,1.558,-2.639,34.973,9.467,24.7546,19.769,7.9094,31.6797,32.6522,True
SIM_events_source_0118.csv,1,-8.447,18.905,-19.462,-5.231,24.025,-13.011,3.2156,5.1199,6.4508,6.0459,8.8412,True
SIM_events_source_0119.csv,3,14.499,62.922,-15.103,27.922,49.135,-8.122,13.423,13.7872,6.9807,19.2422,20.4693,True
SIM_events_source_0119.csv,3,38.192,50.29,-5.648,29.411,52.614,11.796,8.7806,2.324,17.444,9.083,19.667,True
SIM_events_source_0119.csv,3,-72.284,-19.696,13.562,-43.384,-13.859,6.935,28.9,5.8372,6.6266,29.4836,30.2191,True
SIM_events_source_0120.csv,3,-26.14,41.391,12.775,-37.339,55.972,-2.326,11.1992,14.5813,15.1006,18.3858,23.7922,True
SIM_events_source_0120.csv,3,-44.485,56.739,-10.41,-48.457,64.421,-12.818,3.9722,7.6823,2.4082,8.6484,8.9775,True
SIM_events_source_0120.csv,3,-55.496,48.096,-6.607,-52.747,65.252,17.638,2.7487,17.1559,24.2454,17.3747,29.8282,True
SIM_events_source_0121.csv,4,72.74,70.152,16.185,51.176,53.992,13.766,21.5638,16.1599,2.4187,26.947,27.0554,True
SIM_events_source_0121.csv,4,17.387,-5.506,-9.501,-23.964,-23.702,-12.637,41.3508,18.196,3.136,45.1772,45.2859,True
SIM_events_source_0121.csv,4,-71.249,-38.015,-18.725,-53.555,-21.143,8.417,17.6943,16.8725,27.1419,24.4493,36.5302,True
SIM_events_source_0121.csv,4,-58.945,-8.374,-1.613,43.493,-49.504,7.221,102.4377,41.13,8.8343,110.3864,110.7394,True
SIM_events_source_0122.csv,5,-17.276,-22.833,-6.012,-40.251,-51.683,15.818,22.975,28.8496,21.8301,36.8802,42.8567,True
SIM_events_source_0122.csv,5,-60.847,-51.699,-6.283,-50.37,-56.708,-6.957,10.4771,5.0086,0.6737,11.6128,11.6323,True
SIM_events_source_0122.csv,5,-64.259,0.431,-3.849,-48.809,25.917,-4.144,15.4502,25.4862,0.2948,29.8036,29.805,True
SIM_events_source_0122.csv,5,-69.278,64.945,0.526,-54.973,46.89,13.375,14.3048,18.0554,12.8493,23.0353,26.3767,True
SIM_events_source_0122.csv,5,-57.727,33.283,-12.699,-54.203,44.77,-13.488,3.524,11.487,0.7895,12.0154,12.0413,True
SIM_events_source_0123.csv,5,-74.889,73.829,10.261,-54.548,68.07,18.001,20.3409,5.7586,7.7398,21.1404,22.5127,True
SIM_events_source_0123.csv,5,-60.742,37.465,2.712,-40.775,58.229,-2.762,19.9672,20.7638,5.4737,28.8067,29.3221,True
SIM_events_source_0123.csv,5,-46.091,70.437,13.379,-52.248,67.479,-12.532,6.1567,2.9584,25.911,6.8306,26.7962,True
SIM_events_source_0123.csv,5,-55.451,77.071,1.352,-65.596,6.755,7.341,10.145,70.3165,5.9887,71.0446,71.2965,True
SIM_events_source_0123.csv,5,-33.444,2.681,3.174,-16.337,-19.584,17.604,17.1068,22.2645,14.4298,28.0776,31.5685,True
SIM_events_source_0124.csv,5,-28.644,-73.715,-9.56,-47.194,-46.027,-13.089,18.5505,27.6884,3.5288,33.3282,33.5145,True
SIM_events_source_0124.csv,5,-78.621,-41.748,15.835,-57.687,-11.995,6.273,20.9336,29.7532,9.5624,36.3795,37.6153,True
SIM_events_source_0124.csv,5,-76.526,46.747,15.679,32.402,42.053,-7.421,108.9277,4.6935,23.0996,109.0287,111.4489,True
SIM_events_source_0124.csv,5,-7.57,-30.936,5.769,49.467,-62.295,5.642,57.037,31.3586,0.1273,65.089,65.0892,True
SIM_events_source_0124.csv,5,75.184,56.649,13.914,42.048,47.182,13.68,33.1364,9.4669,0.2341,34.4622,34.4629,True
SIM_events_source_0125.csv,5,-33.749,-77.711,-4.703,-48.666,-33.954,-12.552,14.9169,43.7566,7.8489,46.2294,46.891,True
SIM_events_source_0125.csv,5,69.375,-78.897,-7.221,57.384,-59.58,4.463,11.9906,19.3169,11.6835,22.7358,25.5621,True
SIM_events_source_0125.csv,5,-54.876,-20.243,18.665,-49.031,-31.956,13.361,5.8452,11.7135,5.3035,13.0909,14.1244,True
SIM_events_source_0125.csv,5,3.104,-27.523,0.832,41.133,-14.755,-10.975,38.0294,12.7679,11.8068,40.1155,41.8169,True
SIM_events_source_0125.csv,5,37.592,23.384,-15.198,41.087,-6.098,12.891,3.4949,29.4822,28.0893,29.6887,40.8708,True
SIM_events_source_0126.csv,4,-4.703,-54.098,0.218,-5.792,-38.429,-13.865,1.089,15.6686,14.0831,15.7064,21.0956,True
SIM_events_source_0126.csv,4,42.509,-10.639,-8.638,58.1,24.041,-11.699,15.591,34.6804,3.0605,38.0238,38.1468,True
SIM_events_source_0126.csv,4,69.511,33.724,-1.35,63.948,26.935,11.868,5.563,6.7889,13.2176,8.777,15.8664,True
SIM_events_source_0126.csv,4,-53.717,-1.906,4.697,-39.677,-39.734,11.242,14.0401,37.8277,6.5453,40.3492,40.8767,True
SIM_events_source_0127.csv,5,41.701,78.181,-13.857,29.528,49.683,-7.081,12.173,28.4984,6.7756,30.9894,31.7214,True
SIM_events_source_0127.csv,5,36.927,46.361,18.272,34.331,52.261,11.9,2.596,5.8999,6.372,6.4458,9.0637,True
SIM_events_source_0127.csv,5,-34.264,-46.573,2.105,-21.184,-31.594,-12.447,13.0797,14.979,14.552,19.886,24.6417,True
SIM_events_source_0127.csv,5,18.791,72.414,8.316,-52.331,-20.892,5.393,71.1219,93.3058,2.9235,117.3213,117.3577,True
SIM_events_source_0127.csv,5,23.241,-59.774,-6.37,27.963,-51.859,10.44,4.722,7.9154,16.8099,9.2169,19.171,True
SIM_events_source_0128.csv,5,62.585,-57.375,5.649,37.442,-61.839,9.18,25.1428,4.4638,3.5312,25.536,25.779,True
SIM_events_source_0128.csv,5,-70.675,-59.778,7.73,-47.901,-46.582,-12.627,22.7739,13.1956,20.3566,26.3206,33.2741,True
SIM_events_source_0128.csv,5,36.283,-40.249,6.264,7.162,8.34,-10.539,29.1206,48.5894,16.8033,56.6475,59.0871,True
SIM_events_source_0128.csv,5,-72.119,6.664,-5.936,-55.649,-25.973,6.788,16.4696,32.6372,12.7244,36.5573,38.7084,True
SIM_events_source_0128.csv,5,-7.999,28.221,-18.662,8.205,15.557,13.369,16.2037,12.6635,32.0314,20.5651,38.0648,True
SIM_events_source_0129.csv,2,-20.409,-58.902,10.606,-40.319,-51.196,16.743,19.91,7.706,6.1369,21.3493,22.2138,True
SIM_events_source_0129.csv,2,-79.329,18.49,5.131,-64.886,6.731,15.712,14.4428,11.7594,10.5806,18.6247,21.4202,True
